A0A0C5B5G6	A0A0C5B5G6
Q9VD92	Q9VD92
Q9VD92	Q8IWT0
O22928	O22928
O52982	O52982
O52982	P77365
P0AEK0	P0AEK0
P37180	P37180
P40325	P40325
P47155	P47155
P82649	P82649
P82649	P82650
P82649	Q9CXW2
Q0WPW4	Q0WPW4
Q0WPW4	Q9ZUN4
Q0WPW4	Q41931
Q0WPW4	O65378
Q0WPW4	Q06588
Q54ED2	Q54ED2
Q55CU7	Q55CU7
Q6TEL3	Q6TEL3
Q6TEL3	Q9NRR8
Q6TEL3	Q9NRR3
Q9D6G9	Q9D6G9
Q9D6G9	Q96DZ9
Q9D6G9	Q96MX0
Q9D6G9	Q99LJ5
Q9FPJ5	Q9FPJ5
Q9FPJ5	A0A1D6F5N5
Q9LS25	Q9LS25
Q9QZB7	Q9QZB7
Q9QZB7	Q9NZ32
Q9SYZ9	Q9SYZ9
Q9VJ87	Q9VJ87
Q9VJ87	Q9P6R9
Q9VJ87	P0DP78
Q9VJ87	Q17336
Q9VJ87	Q9HCG8
A0A178U9T0	A0A178U9T0
A0A178U9T0	A0JQ18
A0A178U9T0	Q8LE06
A0A178U9T0	Q570K8
A0A178U9T0	Q56WV9
B9DI20	B9DI20
B9DI20	P0DI11
B9DI20	Q94JW8
F4JKI3	F4JKI3
O16519	O16519
O49279	O49279
P0AB96	P0AB96
P38229	P38229
P40451	P40451
P52918	P52918
P60497	P60497
P77549	P77549
P77549	P37621
Q0P5X1	Q0P5X1
Q4FZF2	Q4FZF2
Q4FZF2	Q5T0L3
Q54LW0	Q54LW0
Q55GE6	Q55GE6
Q6K3D8	Q6K3D8
Q6K3D8	F4HVY0
Q6K3D8	Q6K9F6
Q6K3D8	Q7XDI3
Q8CES1	Q8CES1
Q8LPF1	Q8LPF1
Q9C5C4	Q9C5C4
Q9C5C4	P54638
Q9FH92	Q9FH92
Q9FH92	Q9SNE5
Q9FNQ4	Q9FNQ4
Q9FNQ4	Q9FNQ5
Q9LS42	Q9LS42
Q9M0I2	Q9M0I2
Q9M0I2	Q07154
Q9M0I2	P58738
Q9QXG2	Q9QXG2
Q9QXG2	P37727
Q9QXG2	P26374
Q9QXG2	P24386
Q9VDS6	Q9VDS6
Q9ZU27	Q9ZU27
Q9HUW6	Q9HUW6
Q9I0F4	Q9I0F4
Q9I733	Q9I733
P22008	P22008
A2R3G4	A2R3G4
A2R3G4	P87160
A2R3G4	A2QYE5
A2R3G4	P87161
A2R3G4	Q5ARE6
B9SBU9	B9SBU9
B9SBU9	Q84UU4
O13619	O13619
O14102	O14102
O14102	Q8QZY9
O14102	Q09442
O14102	Q15427
O60161	O60161
O74769	O74769
P83207	P83207
P83207	P01086
P9WF75	P9WF75
P9WF75	P9WF85
P9WF75	P9WF55
P9WIV3	P9WIV3
P9WQG3	P9WQG3
Q10224	Q10224
Q10224	P49957
Q5ADW3	Q5ADW3
Q874R3	Q874R3
Q97QJ3	Q97QJ3
Q97QJ3	P60340
Q97QJ3	P9WHP7
Q9P791	Q9P791
Q9P791	Q01976
Q9USY8	Q9USY8
Q9Y809	Q9Y809
A0A2K9RG07	A0A2K9RG07
A0A2K9RG07	A0A1S5RW73
A0A2K9RG07	A0A1W6QDJ1
A0A2K9RG07	G3E4M4
A0A2K9RG07	A0A3G1QTU5
A0A2K9RG07	A0A075FA51
A0A2K9RG07	G8GJ96
A0A2K9RG07	G8GJ95
A0A2K9RG07	A0A1X9IRQ7
A0A2K9RG07	A0A1X9IRP7
A0A2K9RG07	A0A075FAK4
A0A2K9RG07	A0A1X9ISN9
A0A2K9RG07	G3E4M6
A0A2K9RG07	A5A8G0
A0A2K9RG07	Q41771
A0A2K9RG07	A0A1D6K6U5
A0A2K9RG07	Q6Z5I0
A0A2K9RG07	Q38802
A0A2K9RG07	A0A2K9RFZ8
A0A2K9RG07	E2IHE0
A0A2K9RG07	A0A2K9RFZ7
A0A2K9RG07	G3CCC0
A0A2K9RG07	A0A1C7AAN2
A0A2K9RG07	Q6ET36
C0HM59	C0HM59
O13813	O13813
O42668	O42668
O59739	O59739
O74436	O74436
O94330	O94330
P00852	P00852
P00852	P92547
P00852	P93298
P0DN22	P0DN22
P71623	P71623
P85873	P85873
P9WNF5	P9WNF5
P9WNF5	P9WNF3
Q10499	Q10499
Q4WR23	Q4WR23
Q8I2S0	Q8I2S0
Q9BPQ5	Q9BPQ5
Q9P7G4	Q9P7G4
Q9UT60	Q9UT60
Q9Y827	Q9Y827
A9CPT4	A9CPT4
A9CPT4	Q58EK5
G2TRL9	G2TRL9
O14423	O14423
O60064	O60064
O74754	O74754
O74754	P38077
O94418	O94418
P84263	P84263
P86363	P86363
P9WNL3	P9WNL3
Q09853	Q09853
Q59P44	Q59P44
Q9C0W8	Q9C0W8
Q9UUH3	Q9UUH3
B5VDL3	B5VDL3
B5VDL3	P18409
O14193	O14193
O59677	O59677
O74498	O74498
P0CU20	P0CU20
P0CU20	P0CU19
P86696	P86696
P9WP71	P9WP71
P9WP71	P0ABI8
P9WP71	O21042
P9WP71	P18943
P9WP71	Q9MIY8
P9WP71	P00395
P9WP71	P00396
P9WP71	P00397
P9WP71	P00399
P9WP71	P05503
P9WP71	P00401
P9WP71	P14578
P9WP71	P07657
P9WP71	Q9ZZX1
P9WP71	P24893
Q09816	Q09816
Q09816	C8VP37
Q09816	Q07938
Q19MC2	Q19MC2
Q19MC2	C0LQF3
Q48271	Q48271
Q6FUX5	Q6FUX5
Q6FUX5	P36060
Q9HDZ3	Q9HDZ3
Q9P783	Q9P783
Q9P783	Q9BQ67
Q9P783	Q9ZUN8
Q9P783	Q04225
Q9USR5	Q9USR5
Q9Y700	Q9Y700
Q9Y700	Q54HB2
Q9Y700	P02992
Q9Y700	P85834
Q9Y700	P49411
Q9Y700	Q8BFR5
Q9Y700	P49410
Q9Y700	Q9ZT91
Q9Y700	P17745
Q9Y700	O24310
Q9Y700	P9WNN1
Q9Y700	P0CE48
Q9Y700	P33166
Q9Y700	P0CE47
C0HKX5	C0HKX5
C0HKX5	C0HKX4
O14028	O14028
O50410	O50410
O50410	P9WKH1
O74485	O74485
O94419	O94419
P36625	P36625
P85498	P85498
P87128	P87128
P9WIM5	P9WIM5
P9WP57	P9WP57
Q09824	Q09824
Q29W25	Q29W25
Q59QH6	Q59QH6
Q6JD68	Q6JD68
Q6JD68	Q84KI1
Q6JD68	Q6JTJ0
Q9HGL5	Q9HGL5
Q9P904	Q9P904
Q9UTE7	Q9UTE7
Q69YW2	Q69YW2
Q8IVK1	Q8IVK1
Q8N239	Q8N239
Q17RP2	Q17RP2
Q9H0W7	Q9H0W7
P0A8J4	P0A8J4
P0DPD0	P0DPD0
P34437	P34437
P40560	P40560
P96706	P96706
Q08692	Q08692
Q2V3K2	Q2V3K2
Q2V3K2	Q2V3K4
Q54LT7	Q54LT7
Q84MB3	Q84MB3
Q84MB3	Q8H1S4
Q84MB3	Q84TC2
Q84MB3	Q9SKK4
Q84MB3	P93824
Q9LUJ2	Q9LUJ2
Q9SDA8	Q9SDA8
F4J284	F4J284
F4J284	O22224
P0ADI9	P0ADI9
P38354	P38354
P47139	P47139
P98080	P98080
Q11085	Q11085
Q39117	Q39117
Q39117	Q9C882
Q39117	Q9C6K3
Q8BH07	Q8BH07
Q8BH07	Q8N6S5
Q9FLY8	Q9FLY8
Q9FLY8	Q9FLZ1
Q9LSM5	Q9LSM5
B7EZJ7	B7EZJ7
P0ABY2	P0ABY2
P53750	P53750
P76361	P76361
Q06595	Q06595
Q06595	P43551
Q06595	P53338
Q06595	P10508
Q55EX9	Q55EX9
Q8TGU7	Q8TGU7
Q9C591	Q9C591
Q9LN69	Q9LN69
Q9SX28	Q9SX28
Q9SX28	Q9C6M1
Q9SX28	P52875
Q9SX28	Q9HC07
Q9SX28	Q93Y38
C1P611	C1P611
P0ADJ8	P0ADJ8
P32385	P32385
P43667	P43667
P75917	P75917
Q54FS2	Q54FS2
Q8RWE5	Q8RWE5
Q8RWE5	Q8W4Q3
Q8RWE5	Q9LRV8
Q9C6C3	Q9C6C3
Q9C6C3	Q5W7F2
Q9C6C3	Q9FIT8
Q9LVZ8	Q9LVZ8
Q9SUC9	Q9SUC9
Q9ZUV0	Q9ZUV0
P06965	P06965
P40500	P40500
P76049	P76049
Q04489	Q04489
Q12254	Q12254
Q9D172	Q9D172
Q9D172	P0DPI2
Q9D172	Q90257
Q9D172	P0ABU5
Q9LEX5	Q9LEX5
Q9SR00	Q9SR00
O14186	O14186
O94521	O94521
O94521	O14295
O94521	O14125
P47515	P47515
P86549	P86549
P9WHB9	P9WHB9
P9WNQ1	P9WNQ1
Q10255	Q10255
Q92342	Q92342
Q9US56	Q9US56
O13942	O13942
O60122	O60122
O60122	P07285
O60122	Q02166
O94674	O94674
P83012	P83012
P86738	P86738
P9WMV7	P9WMV7
Q9UU77	Q9UU77
Q9UU77	P25631
C0HKY9	C0HKY9
C0HKY9	C0HKZ0
O14244	O14244
O14244	P43564
O74415	O74415
O94690	O94690
P38096	P38096
P9WL35	P9WL35
Q10096	Q10096
Q6ENJ3	Q6ENJ3
Q6ENJ3	P0C407
Q6ENJ3	P0C405
Q6ENJ3	P0C406
Q9HDY2	Q9HDY2
Q9US57	Q9US57
O13715	O13715
O42925	O42925
P53693	P53693
P9WKH7	P9WKH7
Q5FW46	Q5FW46
Q5FW46	Q32MH5
Q9HDX1	Q9HDX1
Q9US44	Q9US44
Q9US44	Q9P6J0
Q9US44	Q10097
O36021	O36021
O74801	O74801
P01875	P01875
P83009	P83009
P9WFC3	P9WFC3
P9WLD7	P9WLD7
Q10333	Q10333
Q8WZK1	Q8WZK1
Q9P7T6	Q9P7T6
Q9P7T6	P40093
Q9P7T6	Q9HB07
Q9P7T6	Q9JK81
P0C5L6	P0C5L6
Q19191	Q19191
P0AAU5	P0AAU5
Q54QV8	Q54QV8
P47053	P47053
Q10017	Q10017
Q9ZUU2	Q9ZUU2
Q501G5	Q501G5
Q501G5	Q9LYZ2
Q501G5	Q84W80
P9WJ95	P9WJ95
Q9P7Z8	Q9P7Z8
O14037	O14037
O14037	P36154
Q9C0W5	Q9C0W5
P9WKS9	P9WKS9
Q9UUD9	Q9UUD9
P9WM57	P9WM57
O14524	O14524
O14524	B9X187
O14524	A1L3G9
O14524	Q6ZQE4
O14524	E7FE40
O15541	O15541
O15541	O17917
O43719	O43719
O60635	O60635
O95427	O95427
O95427	Q9R1S3
O95996	O95996
P02748	P02748
P47710	P47710
P54098	P54098
P54098	P54099
P54098	Q27607
P54098	Q92076
P54098	Q91684
P54098	Q9QYV8
P78364	P78364
P78364	Q64028
Q00587	Q00587
Q00587	Q91W92
Q03403	Q03403
Q03403	Q03404
Q03403	Q07654
Q03403	Q62395
Q03403	Q03191
Q03403	Q63467
Q03403	Q08423
Q03403	P04155
Q13867	Q13867
Q13867	Q8R016
Q14790	Q14790
Q14790	O89110
Q14790	Q9JHX4
Q5TA50	Q5TA50
Q5TA50	Q8BS40
Q6MZP7	Q6MZP7
Q8N2U9	Q8N2U9
Q8N7B6	Q8N7B6
Q8NI36	Q8NI36
Q8TDR4	Q8TDR4
Q92673	Q92673
Q92673	P0DSP1
Q92673	Q95209
Q92673	O88307
Q96DE5	Q96DE5
Q96HZ4	Q96HZ4
Q96HZ4	Q9JHE6
Q99619	Q99619
Q99619	O88838
Q99619	Q9D5L7
Q99619	Q96A44
Q99619	Q8R5B6
Q99619	A1Z6E0
Q99619	Q96BD6
Q99619	P0C2W1
Q99619	Q9V6L9
Q99619	Q8K3B1
Q99619	Q18223
Q9BY12	Q9BY12
Q9NQA5	Q9NQA5
Q9NQA5	Q9H1D0
Q9NQA5	Q9JIP0
Q9NQA5	P69744
Q9NQA5	Q9XSM3
Q9NQA5	Q9R186
Q9NQA5	Q91WD2
Q9NRX6	Q9NRX6
Q9NYP3	Q9NYP3
Q9P127	Q9P127
Q9UNE7	Q9UNE7
Q9UNE7	Q9WUD1
Q9UNE7	A6HD62
Q9Y226	Q9Y226
Q9Y226	Q6A4L0
O60829	O60829
P11277	P11277
P11277	P15508
P11277	Q9H254
P11277	Q9QWN8
P11277	O15020
P11277	Q62261
P11277	Q01082
P11277	Q00963
Q06643	Q06643
Q06643	P41155
Q13287	Q13287
Q13287	O35309
Q3MIR4	Q3MIR4
Q3MIR4	Q9NV96
Q3MIR4	Q17QL5
Q3MIR4	Q8VEK0
Q562E7	Q562E7
Q562E7	Q5ND34
Q86TM3	Q86TM3
Q86TM3	Q9NXZ2
Q96GE4	Q96GE4
Q96JN8	Q96JN8
Q96JN8	Q5NCX5
Q96RP7	Q96RP7
Q9BQ95	Q9BQ95
Q9BQ95	Q9QZH6
Q9BZJ8	Q9BZJ8
Q9H0W5	Q9H0W5
Q9H869	Q9H869
Q9NSP4	Q9NSP4
Q9Y2I6	Q9Y2I6
A0AV02	A0AV02
M0R2J8	M0R2J8
O43610	O43610
O43610	Q3UUD2
O43610	O43597
O43610	Q9QXV8
O43610	Q9C004
O43610	Q9WTP2
O43610	Q9QXV9
O43610	O43609
O75023	O75023
O75023	Q8NHL6
O75023	Q8N6C8
O75023	O75019
O75023	Q8N149
O75023	Q8N423
O75023	O75022
O75023	Q8NHJ6
O75023	P59901
O75023	P97484
O94822	O94822
O94822	Q6A009
P10606	P10606
P10606	P12075
P10606	P19536
P10606	P00428
P13598	P13598
P13598	P35330
P23280	P23280
P23280	P18761
P23280	Q8VHB5
P23280	Q16790
P25101	P25101
P25101	P26684
P25101	Q61614
P25101	P48302
P25101	P24530
P25101	P21451
P46663	P46663
P46663	Q8HZN9
P46663	Q61125
P46663	P97583
P49685	P49685
P49685	Q0VDU3
P60328	P60328
P60328	P59990
P60328	P59991
P60328	P60329
P98172	P98172
P98172	O73612
P98172	P52796
P98172	P52795
P98172	P52799
P98172	P52800
P98172	O13097
P98172	O35393
P98172	Q15768
P98172	O73874
P50392	P50392
P50392	P50393
P50392	P47712
P50392	P47713
P51981	P51981
P53845	P53845
P54623	P54623
P59242	P59242
P59242	Q9P2M7
P59242	Q9PTD7
P69741	P69741
P69741	P69739
P77202	P77202
Q00972	Q00972
Q00972	O14874
Q00972	O55028
Q02637	Q02637
Q03427	Q03427
Q03427	P08928
Q04396	Q04396
Q05787	Q05787
Q06631	Q06631
Q09591	Q09591
Q12749	Q12749
Q19954	Q19954
Q3ZMH1	Q3ZMH1
Q3ZMH1	Q8N695
Q3ZMH1	Q8BYF6
Q3ZMH1	Q63008
Q3ZMH1	Q99PN0
Q3ZMH1	Q92911
Q3ZMH1	Q1EHB4
Q3ZMH1	Q7T384
Q3ZMH1	Q49B93
Q3ZMH1	Q5U4D8
Q3ZMH1	O70247
Q3ZMH1	Q9Y289
Q54HS3	Q54HS3
Q55CS7	Q55CS7
Q60665	Q60665
Q60665	P12757
Q62151	Q62151
Q62151	Q63495
Q62151	Q15109
Q66GP9	Q66GP9
Q6A070	Q6A070
Q6A070	Q9Y4F4
Q7X9V3	Q7X9V3
Q7X9V3	A0A0R0IHP4
Q7X9V3	Q5KQI6
Q7X9V3	K7MTW9
Q80Z29	Q80Z29
Q80Z29	P43490
Q80Z29	Q99KQ4
Q84VQ1	Q84VQ1
Q84VQ1	Q9SCY5
Q8BGU5	Q8BGU5
Q8BGU5	Q8ND76
Q8BGU5	P34624
Q8BGU5	Q8N7R7
Q8BGU5	D3YUJ3
Q8BM75	Q8BM75
Q8BM75	Q14865
Q8CA95	Q8CA95
Q8CA95	Q9QYJ6
Q8CA95	Q9Y233
Q8IRY7	Q8IRY7
Q8K371	Q8K371
Q8K371	Q4VCS5
Q8K371	Q8VHG2
Q8K371	B8A5S6
Q8K371	Q8IY63
Q8K371	Q9D4H4
Q8K371	A0A8I3QA39
Q8K371	Q9Y2J4
Q8K371	A1YB07
Q8L649	Q8L649
Q8MT36	Q8MT36
Q8R431	Q8R431
Q8R431	Q99685
Q8R431	O35678
Q8RY23	Q8RY23
Q8VDB9	Q8VDB9
Q8VDB9	Q9NP91
Q8VDB9	O88575
Q8VDB9	Q64093
Q8VDB9	O88576
Q8VDB9	Q62687
Q8VDB9	Q96N87
Q8VDB9	Q9H2J7
Q8VDB9	Q9H1V8
Q8VDB9	Q8BJI1
Q8VDB9	P31662
Q8VDB9	Q8BG16
Q8VDB9	Q9D687
Q8VDB9	Q2A865
Q8VDB9	Q695T7
Q91VH2	Q91VH2
Q91VH2	Q9Y5X1
Q921V5	Q921V5
Q921V5	Q10469
Q921V5	Q09326
Q93YR9	Q93YR9
Q93YR9	Q9SKN5
Q93YR9	Q84WU6
Q94AK4	Q94AK4
Q94AK4	O22197
Q9CAQ8	Q9CAQ8
Q9CAQ8	P53016
Q9CAQ8	Q9D0F6
Q9CAQ8	P40937
Q9CAQ8	P38629
Q9CAQ8	O14003
Q9CZK6	Q9CZK6
Q9CZK6	Q6ZW76
Q9FHN8	Q9FHN8
Q9FMS5	Q9FMS5
Q9FMS5	Q67V61
Q9LYX1	Q9LYX1
Q9LYX1	Q9LFH9
Q9LYX1	Q9FHG4
Q9LYX1	A0A0P0VIP0
Q9QZ08	Q9QZ08
Q9QZ08	Q9UJ70
Q9SAL0	Q9SAL0
Q9SAL0	Q9SS90
Q9SAL0	Q8RX26
Q9SAL0	Q9LY87
Q9SAL0	Q8LB88
Q9VC61	Q9VC61
Q9VIL0	Q9VIL0
Q9VT51	Q9VT51
Q9W0I5	Q9W0I5
Q9WVC3	Q9WVC3
Q9WVC3	P51636
Q9WVC3	Q2IBC5
Q9WVC3	Q66WT7
Q9XII1	Q9XII1
Q00516	Q00516
Q51548	Q51548
Q51548	G5EB76
Q51548	E9QYP0
Q51548	Q2TZB2
Q9HU15	Q9HU15
Q9HYC5	Q9HYC5
D3GDK4	D3GDK4
O13398	O13398
O13398	C1L360
O13398	Q7XB51
O13398	O13397
O13398	P22189
O13398	P13587
O13398	Q01896
O13398	Q12691
O59747	O59747
O75003	O75003
O75003	Q9UV63
P40995	P40995
P53695	P53695
P71629	P71629
P9WJ03	P9WJ03
P9WQ19	P9WQ19
Q09738	Q09738
Q5ALX3	Q5ALX3
Q5ALX3	O13936
Q6LFH8	Q6LFH8
Q6LFH8	Q9P7L5
Q6LFH8	Q92413
Q6LFH8	P38021
Q6LFH8	Q10G56
Q6LFH8	Q9FNK4
Q6LFH8	P04181
Q6LFH8	P04182
Q6LFH8	Q9VW26
Q6LFH8	P29758
Q6LFH8	P07991
Q6LFH8	Q54JP5
Q8IKM8	Q8IKM8
Q90Z80	Q90Z80
A0A1B7YDZ4	A0A1B7YDZ4
A0A644F7M7	A0A644F7M7
C6KT68	C6KT68
O42721	O42721
O74859	O74859
P09971	P09971
P86780	P86780
P9WHS1	P9WHS1
P9WN39	P9WN39
P9WN39	P0A9C5
P9WN39	P0A1P6
Q70KY3	Q70KY3
Q8I1T1	Q8I1T1
Q8X225	Q8X225
Q9DE46	Q9DE46
Q9DE46	O89042
Q9DE46	P09884
Q9DE46	P33609
Q9DE46	P26019
Q9P6M8	Q9P6M8
Q9USV1	Q9USV1
Q9Y817	Q9Y817
D2W6T1	D2W6T1
O53666	O53666
P9WHN5	P9WHN5
Q09915	Q09915
Q59M56	Q59M56
Q5APR8	Q5APR8
Q6MWZ7	Q6MWZ7
C1G1C3	C1G1C3
C1G1C3	Q5B998
C1G1C3	P31116
G1UB63	G1UB63
K4C9E2	K4C9E2
K4C9E2	Q9M424
K4C9E2	Q38933
K4C9E2	Q43415
K4C9E2	Q38932
O59945	O59945
O59945	P32599
O59945	O50064
O59945	Q9FKI0
O59945	Q9SJ84
O59945	Q7G188
O59945	Q9FJ70
O59945	P54680
O59945	Q14651
O59945	Q99K51
O59945	Q6P698
O59945	Q61233
O59945	Q6DG81
O59945	Q63598
O59945	Q3V0K9
O59945	P13796
O59945	P19179
O59945	P13797
P9WID5	P9WID5
P9WNK5	P9WNK5
Q0GXS4	Q0GXS4
Q23TC2	Q23TC2
Q5A761	Q5A761
Q5A761	P31384
Q8IAR5	Q8IAR5
Q9C107	Q9C107
Q9P371	Q9P371
B4XC07	B4XC07
I6Y2J4	I6Y2J4
O14008	O14008
O60158	O60158
O94282	O94282
O94282	O64862
O94282	Q94480
O94282	O76365
O94282	Q7Z7A3
O94282	Q99J10
O94282	P53088
P30315	P30315
P30315	P46588
P30315	P28339
P30315	P28340
P30315	O54747
P30315	P52431
P30315	P15436
P30315	P30316
P30315	P54358
P41823	P41823
P41823	P34693
P41823	P21579
P41823	P46096
P41823	A0A075F932
P41823	P21707
P41823	P48018
P41823	P21521
P41823	P29101
P41823	P46097
P41823	Q8N9I0
P41823	Q9R0N5
P41823	O00445
P41823	P47861
P41823	Q62747
P41823	O43581
P41823	Q9R0N7
P41823	Q925C0
P41823	Q86SS6
P41823	Q9R0N9
P41823	Q9R0N4
P41823	Q9R0N8
P41823	Q5T7P8
P41823	Q62746
P41823	O08625
P41823	K8FE10
P41823	Q925B4
P41823	Q9R0N6
P41823	Q920M7
P41823	Q9BSW7
P41823	P50232
P41823	Q9H2B2
P41823	P40749
P41823	Q9R0N3
P41823	O08835
P41823	Q9BT88
Q02020	Q02020
Q02020	P02675
Q02020	Q8K0E8
Q02020	P02676
Q02020	P14480
Q5ANJ4	Q5ANJ4
Q9I993	Q9I993
Q9I993	Q9YGX2
Q9I993	O70276
Q9I993	A9C3R8
Q9I993	Q9TVB8
Q9I993	Q28175
Q9I993	Q16518
Q9I993	Q91ZQ5
Q9I993	Q9HAY6
Q9I993	Q91XT5
Q9I993	Q9JJS6
Q9I993	Q99NF1
Q9I993	Q9BYV7
Q9I993	Q6QT07
Q9URW7	Q9URW7
Q9Y7U4	Q9Y7U4
A6NDP7	A6NDP7
A6NDP7	Q96S97
Q3ZCN5	Q3ZCN5
Q3ZCN5	F7A4A7
Q9HCI6	Q9HCI6
Q9Y651	Q9Y651
Q9Y651	Q811W0
Q9Y651	Q9W7R5
Q9Y651	B0ZTE2
Q9Y651	Q04892
Q9Y651	Q32PP9
Q9Y651	O95416
Q9Y651	Q9W7R6
Q9Y651	Q20201
Q9Y651	Q6RVD7
Q9Y651	B0ZTE1
Q9Y651	Q24533
Q9Y651	P53784
Q9Y651	P41225
Q9Y651	P48433
Q9Y651	Q04890
Q9Y651	O15370
Q9Y651	Q7SZS1
Q9Y651	Q2PG84
Q9Y651	Q9DDD7
Q9Y651	P47792
Q9Y651	P55863
Q9Y651	Q6EJB7
Q9Y651	Q6DGL6
Q9Y651	Q2Z1R2
Q9Y651	P48430
Q9Y651	P48432
Q9Y651	O42569
Q9Y651	Q6P0E1
Q9Y651	P48431
Q9Y651	P53783
Q9Y651	O00570
Q8IYS0	Q8IYS0
Q8IYS0	Q8CI52
Q8IYS0	Q3KR37
Q8IYS0	Q80TI0
Q8IYS0	Q8VEF1
Q8IYS0	Q96CP6
Q8TF68	Q8TF68
Q8TF68	Q9EQJ4
Q9ULS5	Q9ULS5
Q9ULS5	O75069
Q9ULS5	O94876
O14718	O14718
P25299	P25299
P32500	P32500
P34358	P34358
P36428	P36428
P36428	O13914
P36428	Q5A8K2
P36428	P50475
P36428	Q8BGQ7
P36428	P49588
P36428	Q9VLM8
P36428	Q14CH7
P36428	Q5JTZ9
P36428	P40825
P38147	P38147
P39065	P39065
P40857	P40857
P41996	P41996
P46951	P46951
P53063	P53063
P53632	P53632
P53632	P48561
P54074	P54074
P62869	P62869
P62869	Q15370
P62869	P62870
P64588	P64588
P75906	P75906
Q00981	Q00981
Q00981	P09936
Q00981	Q9R0P9
Q00981	P15374
Q00981	Q9JKB1
Q00981	P35122
Q06697	Q06697
Q08406	Q08406
Q08406	P26992
Q08406	O88507
Q10651	Q10651
Q12150	Q12150
Q1W617	Q1W617
Q1W617	Q9ULL8
Q23243	Q23243
Q46877	Q46877
Q55GF9	Q55GF9
Q61810	Q61810
Q61810	Q9NS15
Q6NLA5	Q6NLA5
Q6PCT5	Q6PCT5
Q6PCT5	O60828
Q6PCT5	Q91VJ5
Q71M36	Q71M36
Q71M36	O95196
Q71M36	Q9ERQ6
Q7XIT1	Q7XIT1
Q80WK2	Q80WK2
Q80WK2	Q86UW2
Q84MB2	Q84MB2
Q8H1P9	Q8H1P9
Q8H1P9	Q0JHU7
Q8H1P9	Q6R032
Q8K2C6	Q8K2C6
Q8K2C6	Q6DHI5
Q8K2C6	Q9NXA8
Q8K2C6	Q68FX9
Q8T135	Q8T135
Q91V79	Q91V79
Q91V79	A5D6W6
Q92325	Q92325
Q93YN0	Q93YN0
Q95XG9	Q95XG9
Q99J99	Q99J99
Q99J99	P25325
Q99J99	P97532
Q99J99	Q9USJ1
Q99J99	Q16762
Q99J99	P24329
Q99J99	P52196
Q99J99	P00586
Q99J99	P31142
Q99MV7	Q99MV7
Q9CA40	Q9CA40
Q9CA40	Q9NV35
Q9CA40	Q8BG93
Q9EQ80	Q9EQ80
Q9EQ80	Q9GZT8
Q9ESG4	Q9ESG4
Q9ESG4	Q9HBJ8
Q9FN03	Q9FN03
Q9JJ25	Q9JJ25
Q9JJ25	O15553
Q9JJ25	Q9JJ26
Q9LH76	Q9LH76
Q9LH76	Q9SYM5
Q9LH76	Q9LPG6
Q9M199	Q9M199
Q9M199	Q8LPG9
Q9QZZ4	Q9QZZ4
Q9QZZ4	Q9UKN7
Q9SIW2	Q9SIW2
Q9U4G1	Q9U4G1
Q9VD73	Q9VD73
Q9VZW5	Q9VZW5
Q9Y1B2	Q9Y1B2
Q9Z1L3	Q9Z1L3
Q9Z1L3	O75618
Q9Z1L3	Q9Z2K0
Q9Z1L3	Q8WXF8
Q9ZV08	Q9ZV08
A1ZAY1	A1ZAY1
A5HAK0	A5HAK0
B2RUR8	B2RUR8
B2RUR8	Q6GQQ9
B2RUR8	Q8TE49
F1QN48	F1QN48
F1QN48	Q14153
G5EFQ5	G5EFQ5
O08796	O08796
O08796	O00418
O08796	P70531
O45657	O45657
O70597	O70597
O70597	O75192
O70597	Q9Z211
O82265	O82265
O96626	O96626
P03920	P03920
P03920	P03915
P03920	P03921
P03920	P11661
P06607	P06607
P06607	P02843
P06607	P02844
P0A7F6	P0A7F6
P11655	P11655
P16621	P16621
P16621	F1NWE3
P16621	B0V2N1
P16621	Q64605
P16621	Q13332
P16621	A4IFW2
P16621	Q64487
P16621	P23468
P16621	A2A8L5
P16621	Q64604
P16621	P10586
P24063	P24063
P24063	P20701
P24063	P61625
P25333	P25333
P25333	O14019
P31545	P31545
P32479	P32479
P33013	P33013
P33013	P08506
P33013	P0AEB2
P34298	P34298
P36022	P36022
P38328	P38328
P38883	P38883
P40360	P40360
P46978	P46978
P46978	P46977
P46978	F1PJP5
P46978	Q9FX21
P46978	Q93ZY3
P46978	Q8TCJ2
P46978	E2RG47
P46978	P39007
P46978	O94335
Q51393	Q51393
A2QK66	A2QK66
A2QK66	Q4W944
A2QK66	Q4WA61
A2QK66	Q4WQZ5
A2QK66	D7PHZ2
A2QK66	Q5B0D0
D0NBV3	D0NBV3
K7WCC7	K7WCC7
K7WCC7	F4I3P9
O14172	O14172
O60135	O60135
O60135	P30624
O60135	Q9P7D7
O60135	P47912
O60135	P39002
O94283	O94283
P85210	P85210
P9WJL3	P9WJL3
Q00004	Q00004
Q00004	Q9UHB9
Q10078	Q10078
Q58806	Q58806
Q8I430	Q8I430
Q9USY1	Q9USY1
A0A1D8PPI5	A0A1D8PPI5
A0A1D8PPI5	P04817
A0A1D8PPI5	Q6FNY1
A0A1D8PPI5	P32487
A0A1D8PPI5	P38971
A0A509AQU3	A0A509AQU3
A8J6J0	A8J6J0
C5P3X6	C5P3X6
O43008	O43008
O69721	O69721
O94308	O94308
P18869	P18869
P18869	P30125
P18869	Q9FMT1
P18869	P93832
P18869	Q9SA14
P18869	P04173
P36590	P36590
P36590	P97930
P36590	Q3B752
